week,team,opponent,home_away,goals,goals_conceded,xg,xg_conceded,home,away,home_goals,away_goals,home_xg,away_xg,score,result,points,adj_goals,xg_result,xg_points,xg_diff,cumulative_points,cumulative_xg_points,cumulative_xg_diff,points_vs_xg_points,cumulative_xg_goals,cumulative_xg_conceded,xg_goal_diff,position,xg_score,result_changed
20,Crystal Palace,Chelsea,Home,1,1,1.1,1.2,Crystal Palace,Chelsea,1,1,1.1,1.2,      1-1,Draw,1,1,Draw,1,-0.1,21,30,-5.9,-9,26.900000000000002,28.1,-1.2,15,      1-1,0
21,Crystal Palace,Leicester City,Away,2,0,1.8,1.7,Leicester City,Crystal Palace,0,2,1.7,1.8,      0-2,Win,3,2,Win,3,0.19999999999999996,24,33,-5.7,-9,28.7,29.8,-1.1,15,      0-2,0
22,Crystal Palace,West Ham,Away,2,0,1.3,0.3,West Ham,Crystal Palace,0,2,0.3,1.3,      0-2,Win,3,2,Win,3,0.7,27,36,-5,-9,30,30.1,-0.1,12,      0-2,0
23,Crystal Palace,Brentford,Home,1,2,1.1,1.3,Crystal Palace,Brentford,1,2,1.1,1.3,      1-2,Loss,0,1,Loss,0,-0.1,27,36,-5.1,-9,31.1,31.4,-0.3,13,      1-2,0
24,Crystal Palace,Manchester Utd,Away,2,0,2.6,1.1,Manchester Utd,Crystal Palace,0,2,1.1,2.6,      0-2,Win,3,3,Win,3,-0.6,30,39,-5.7,-9,33.7,32.5,1.2000000000000028,12,      0-3,0
25,Crystal Palace,Everton,Home,1,2,1.6,0.9,Crystal Palace,Everton,1,2,1.6,0.9,      1-2,Loss,0,2,Draw,1,-0.6,30,40,-6.3,-10,35.300000000000004,33.4,1.9000000000000057,13,      2-2,1
26,Crystal Palace,Fulham,Away,2,0,1.3,0.2,Fulham,Crystal Palace,0,2,0.2,1.3,      0-2,Win,3,2,Win,3,0.7,33,43,-5.6,-10,36.6,33.6,3,13,      0-2,0
27,Crystal Palace,Aston Villa,Home,4,1,4.3,0.4,Crystal Palace,Aston Villa,4,1,4.3,0.4,      4-1,Win,3,4,Win,3,-0.3,36,46,-5.9,-10,40.9,34,6.899999999999999,12,      4-1,0
28,Crystal Palace,Ipswich Town,Home,1,0,3.2,1.5,Crystal Palace,Ipswich Town,1,0,3.2,1.5,      1-0,Win,3,3,Win,3,-2.2,39,49,-8.1,-10,44.1,35.5,8.600000000000001,11,      3-0,0
29,Crystal Palace,Newcastle Utd,Away,0,5,2,1.5,Newcastle Utd,Crystal Palace,5,0,1.5,2,      5-0,Loss,0,2,Loss,0,-2,39,49,-10.1,-10,46.1,37,9.100000000000001,12,      5-2,0
30,Crystal Palace,Southampton,Away,1,1,0.7,0.7,Southampton,Crystal Palace,1,1,0.7,0.7,      1-1,Draw,1,1,Draw,1,0.30000000000000004,40,50,-9.8,-10,46.800000000000004,37.7,9.100000000000001,12,      1-1,0
31,Crystal Palace,Brighton,Home,2,1,0.6,1,Crystal Palace,Brighton,2,1,0.6,1,      2-1,Win,3,2,Win,3,1.4,43,53,-8.4,-10,47.4,38.7,8.699999999999996,11,      2-1,0
32,Crystal Palace,Manchester City,Away,2,5,1.8,3.7,Manchester City,Crystal Palace,5,2,3.7,1.8,      5-2,Loss,0,2,Loss,0,0.19999999999999996,43,53,-8.2,-10,49.2,42.4,6.800000000000004,12,      5-2,0
33,Crystal Palace,Bournemouth,Home,0,0,0.4,0.7,Crystal Palace,Bournemouth,0,0,0.4,0.7,      0-0,Draw,1,0,Draw,1,-0.4,44,54,-8.6,-10,49.6,43.1,6.5,12,      0-0,0
34,Crystal Palace,Arsenal,Away,2,2,1.7,1.2,Arsenal,Crystal Palace,2,2,1.2,1.7,      2-2,Draw,1,2,Draw,1,0.30000000000000004,45,55,-8.3,-10,51.300000000000004,44.3,7.000000000000007,12,      2-2,0
35,Crystal Palace,Forest,Home,1,1,2.3,0.7,Crystal Palace,Forest,1,1,2.3,0.7,      1-1,Draw,1,2,Win,3,-1.3,46,58,-9.6,-12,53.6,45,8.600000000000001,12,      2-1,1
36,Crystal Palace,Tottenham,Away,2,0,3.3,0.7,Tottenham,Crystal Palace,0,2,0.7,3.3,      0-2,Win,3,3,Win,3,-1.3,49,61,-10.9,-12,56.9,45.7,11.199999999999996,12,      0-3,0
37,Crystal Palace,Wolves,Home,4,2,1.7,1.4,Crystal Palace,Wolves,4,2,1.7,1.4,      4-2,Win,3,4,Win,3,2.3,52,64,-8.6,-12,58.6,47.1,11.5,12,      4-2,0
38,Crystal Palace,Liverpool,Away,1,1,1.8,2.1,Liverpool,Crystal Palace,1,1,2.1,1.8,      1-1,Draw,1,2,Win,3,-0.8,53,67,-9.4,-14,60.4,49.2,11.199999999999996,12,      1-2,1
1,Everton,Brighton,Home,0,3,0.5,1.4,Everton,Brighton,0,3,0.5,1.4,      0-3,Loss,0,1,Loss,0,-0.5,0,0,-0.5,0,0.5,1.4,-0.9,20,      1-3,0
2,Everton,Tottenham,Away,0,4,1,2.4,Tottenham,Everton,4,0,2.4,1,      4-0,Loss,0,1,Loss,0,-1,0,0,-1.5,0,1.5,3.8,-2.3,20,      4-1,0
3,Everton,Bournemouth,Home,2,3,1.8,2.4,Everton,Bournemouth,2,3,1.8,2.4,      2-3,Loss,0,2,Loss,0,0.19999999999999996,0,0,-1.3,0,3.3,6.199999999999999,-2.9,20,      2-3,0
4,Everton,Aston Villa,Away,2,3,0.9,2.1,Aston Villa,Everton,3,2,2.1,0.9,      3-2,Loss,0,2,Loss,0,1.1,0,0,-0.2,0,4.2,8.3,-4.1,20,      3-2,0
5,Everton,Leicester City,Away,1,1,1.1,0.7,Leicester City,Everton,1,1,0.7,1.1,      1-1,Draw,1,1,Draw,1,-0.1,1,1,-0.3,0,5.300000000000001,9,-3.7,19,      1-1,0
6,Everton,Crystal Palace,Home,2,1,0.9,0.9,Everton,Crystal Palace,2,1,0.9,0.9,      2-1,Win,3,2,Win,3,1.1,4,4,0.8,0,6.2,9.9,-3.7,16,      2-1,0
7,Everton,Newcastle Utd,Home,0,0,0.7,2.1,Everton,Newcastle Utd,0,0,0.7,2.1,      0-0,Draw,1,1,Win,3,-0.7,5,7,0.10000000000000009,-2,6.9,12,-5.1,16,      1-0,1
8,Everton,Ipswich Town,Away,2,0,1.7,1.3,Ipswich Town,Everton,0,2,1.3,1.7,      0-2,Win,3,2,Win,3,0.30000000000000004,8,10,0.40000000000000013,-2,8.6,13.3,-4.7,16,      0-2,0
9,Everton,Fulham,Home,1,1,0.8,1.2,Everton,Fulham,1,1,0.8,1.2,      1-1,Draw,1,1,Draw,1,0.19999999999999996,9,11,0.6000000000000001,-2,9.4,14.5,-5.1,16,      1-1,0
10,Everton,Southampton,Away,0,1,1.6,0.7,Southampton,Everton,1,0,0.7,1.6,      1-0,Loss,0,2,Win,3,-1.6,9,14,-1,-5,11,15.2,-4.2,16,      1-2,1
11,Everton,West Ham,Away,0,0,1.1,0.8,West Ham,Everton,0,0,0.8,1.1,      0-0,Draw,1,1,Win,3,-1.1,10,17,-2.1,-7,12.1,16,-3.9,16,      0-1,1
12,Everton,Brentford,Home,0,0,1.2,1.1,Everton,Brentford,0,0,1.2,1.1,      0-0,Draw,1,1,Win,3,-1.2,11,20,-3.3,-9,13.3,17.1,-3.8,15,      1-0,1
13,Everton,Manchester Utd,Away,0,4,0.6,1.1,Manchester Utd,Everton,4,0,1.1,0.6,      4-0,Loss,0,1,Loss,0,-0.6,11,20,-3.9,-9,13.9,18.2,-4.3,15,      4-1,0
14,Everton,Wolves,Home,4,0,1,0.8,Everton,Wolves,4,0,1,0.8,      4-0,Win,3,4,Win,3,3,14,23,-0.9,-9,14.9,19,-4.1,15,      4-0,0
15,Everton,Liverpool,Home,2,2,1,0.6,Everton,Liverpool,2,2,1,0.6,      2-2,Draw,1,2,Draw,1,1,15,24,0.10000000000000009,-9,15.9,19.6,-3.7,15,      2-2,0
16,Everton,Arsenal,Away,0,0,0.1,1.2,Arsenal,Everton,0,0,1.2,0.1,      0-0,Draw,1,0,Draw,1,-0.1,16,25,8.326672684688674e-17,-9,16,20.8,-4.8,16,      0-0,0
17,Everton,Chelsea,Home,0,0,1,1.2,Everton,Chelsea,0,0,1,1.2,      0-0,Draw,1,1,Win,3,-1,17,28,-1,-11,17,22,-5,15,      1-0,1
18,Everton,Manchester City,Away,1,1,0.7,2.1,Manchester City,Everton,1,1,2.1,0.7,      1-1,Draw,1,1,Draw,1,0.30000000000000004,18,29,-0.7,-11,17.7,24.1,-6.4,15,      1-1,0
19,Everton,Forest,Home,0,2,0.9,1.5,Everton,Forest,0,2,0.9,1.5,      0-2,Loss,0,1,Loss,0,-0.9,18,29,-1.6,-11,18.6,25.6,-7,16,      1-2,0
20,Everton,Bournemouth,Away,0,1,0.7,1.8,Bournemouth,Everton,1,0,1.8,0.7,      1-0,Loss,0,1,Draw,1,-0.7,18,30,-2.3,-12,19.3,27.400000000000002,-8.1,16,      1-1,1
21,Everton,Aston Villa,Home,0,1,1.1,1.2,Everton,Aston Villa,0,1,1.1,1.2,      0-1,Loss,0,1,Draw,1,-1.1,18,31,-3.4,-13,20.4,28.6,-8.2,16,      1-1,1
22,Everton,Tottenham,Home,3,2,1.8,1.1,Everton,Tottenham,3,2,1.8,1.1,      3-2,Win,3,3,Win,3,1.2,21,34,-2.2,-13,22.2,29.7,-7.5,16,      3-2,0
23,Everton,Brighton,Away,1,0,0.8,0.7,Brighton,Everton,0,1,0.7,0.8,      0-1,Win,3,1,Win,3,0.19999999999999996,24,37,-2,-13,23,30.400000000000002,-7.4,16,      0-1,0
24,Everton,Leicester City,Home,4,0,2.5,0.3,Everton,Leicester City,4,0,2.5,0.3,      4-0,Win,3,4,Win,3,1.5,27,40,-0.5,-13,25.5,30.7,-5.2,15,      4-0,0
25,Everton,Crystal Palace,Away,2,1,0.9,1.6,Crystal Palace,Everton,1,2,1.6,0.9,      1-2,Win,3,2,Win,3,1.1,30,43,0.6000000000000001,-13,26.400000000000002,32.3,-5.9,14,      1-2,0
26,Everton,Manchester Utd,Home,2,2,1.6,0.4,Everton,Manchester Utd,2,2,1.6,0.4,      2-2,Draw,1,2,Draw,1,0.3999999999999999,31,44,1,-13,28,32.7,-4.7,14,      2-2,0
27,Everton,Brentford,Away,1,1,1.5,1.4,Brentford,Everton,1,1,1.4,1.5,      1-1,Draw,1,2,Win,3,-0.5,32,47,0.5,-15,29.5,34.1,-4.6,16,      1-2,1
28,Everton,Wolves,Away,1,1,1.2,0.8,Wolves,Everton,1,1,0.8,1.2,      1-1,Draw,1,1,Draw,1,-0.2,33,48,0.30000000000000004,-15,30.7,34.9,-4.2,15,      1-1,0
29,Everton,West Ham,Home,1,1,1,0.8,Everton,West Ham,1,1,1,0.8,      1-1,Draw,1,1,Draw,1,0,34,49,0.30000000000000004,-15,31.7,35.7,-4,15,      1-1,0
30,Everton,Liverpool,Away,0,1,0.9,1.5,Liverpool,Everton,1,0,1.5,0.9,      1-0,Loss,0,1,Draw,1,-0.9,34,50,-0.6,-16,32.6,37.2,-4.6,15,      1-1,1
31,Everton,Arsenal,Home,1,1,1.1,1.8,Everton,Arsenal,1,1,1.1,1.8,      1-1,Draw,1,1,Draw,1,-0.1,35,51,-0.7,-16,33.7,39,-5.3,15,      1-1,0
32,Everton,Forest,Away,1,0,1.4,0.5,Forest,Everton,0,1,0.5,1.4,      0-1,Win,3,1,Win,3,-0.4,38,54,-1.1,-16,35.1,39.5,-4.4,13,      0-1,0
33,Everton,Manchester City,Home,0,2,0.9,2,Everton,Manchester City,0,2,0.9,2,      0-2,Loss,0,1,Loss,0,-0.9,38,54,-2,-16,36,41.5,-5.5,13,      1-2,0
34,Everton,Chelsea,Away,0,1,0.4,0.8,Chelsea,Everton,1,0,0.8,0.4,      1-0,Loss,0,0,Loss,0,-0.4,38,54,-2.4,-16,36.4,42.300000000000004,-5.9,15,      1-0,0
35,Everton,Ipswich Town,Home,2,2,0.6,0.8,Everton,Ipswich Town,2,2,0.6,0.8,      2-2,Draw,1,2,Draw,1,1.4,39,55,-1,-16,37,43.1,-6.1,14,      2-2,0
36,Everton,Fulham,Away,3,1,1.1,0.8,Fulham,Everton,1,3,0.8,1.1,      1-3,Win,3,3,Win,3,1.9,42,58,0.8999999999999999,-16,38.1,43.9,-5.8,13,      1-3,0
37,Everton,Southampton,Home,2,0,2.7,1.2,Everton,Southampton,2,0,2.7,1.2,      2-0,Win,3,3,Win,3,-0.7,45,61,0.19999999999999973,-16,40.8,45.1,-4.3,13,      3-0,0
38,Everton,Newcastle Utd,Away,1,0,1.2,1.2,Newcastle Utd,Everton,0,1,1.2,1.2,      0-1,Win,3,1,Win,3,-0.2,48,64,-2.22E-16,-16,42,46.300000000000004,-4.3,13,      0-1,0
1,Forest,Bournemouth,Home,1,1,1.3,1.2,Forest,Bournemouth,1,1,1.3,1.2,      1-1,Draw,1,1,Draw,1,-0.3,1,1,-0.3,0,1.3,1.2,0.10000000000000009,,      1-1,0
2,Forest,Southampton,Away,1,0,2.2,0.1,Southampton,Forest,0,1,0.1,2.2,      0-1,Win,3,2,Win,3,-1.2,4,4,-1.5,0,3.5,1.3,2.2,,      0-2,0
3,Forest,Wolves,Home,1,1,1,0.7,Forest,Wolves,1,1,1,0.7,      1-1,Draw,1,1,Draw,1,0,5,5,-1.5,0,4.5,2,2.5,,      1-1,0
4,Forest,Liverpool,Away,1,0,0.4,0.9,Liverpool,Forest,0,1,0.9,0.4,      0-1,Win,3,1,Win,3,0.6,8,8,-0.9,0,4.9,2.9,2.0000000000000004,,      0-1,0
5,Forest,Brighton,Away,2,2,1.4,1,Brighton,Forest,2,2,1,1.4,      2-2,Draw,1,2,Draw,1,0.6000000000000001,9,9,-0.3,0,6.3,3.9,2.4,,      2-2,0
6,Forest,Fulham,Home,0,1,0.8,1.3,Forest,Fulham,0,1,0.8,1.3,      0-1,Loss,0,1,Draw,1,-0.8,9,10,-1.1,-1,7.1,5.2,1.8999999999999995,,      1-1,1
7,Forest,Chelsea,Away,1,1,0.9,2.3,Chelsea,Forest,1,1,2.3,0.9,      1-1,Draw,1,1,Draw,1,0.1,10,11,-1,-1,8,7.5,0.5,,      1-1,0
8,Forest,Crystal Palace,Home,1,0,1.7,1,Forest,Crystal Palace,1,0,1.7,1,      1-0,Win,3,2,Win,3,-0.7,13,14,-1.7,-1,9.7,8.5,1.1999999999999993,,      2-0,0
9,Forest,Leicester City,Away,3,1,1.7,0.8,Leicester City,Forest,1,3,0.8,1.7,      1-3,Win,3,3,Win,3,1.3,16,17,-0.4,-1,11.4,9.3,2.0999999999999996,,      1-3,0
10,Forest,West Ham,Home,3,0,2.2,0.1,Forest,West Ham,3,0,2.2,0.1,      3-0,Win,3,3,Win,3,0.7999999999999998,19,20,0.3999999999999997,-1,13.6,9.4,4.199999999999999,,      3-0,0
11,Forest,Newcastle Utd,Home,1,3,0.6,1.6,Forest,Newcastle Utd,1,3,0.6,1.6,      1-3,Loss,0,1,Loss,0,0.4,19,20,0.7999999999999997,-1,14.2,11,3.1999999999999993,,      1-3,0
12,Forest,Arsenal,Away,0,3,0.3,1.2,Arsenal,Forest,3,0,1.2,0.3,      3-0,Loss,0,0,Loss,0,-0.3,19,20,0.4999999999999997,-1,14.5,12.2,2.3000000000000007,,      3-0,0
13,Forest,Ipswich Town,Home,1,0,1.6,0.6,Forest,Ipswich Town,1,0,1.6,0.6,      1-0,Win,3,2,Win,3,-0.6,22,23,-0.1,-1,16.1,12.8,3.3000000000000007,,      2-0,0
14,Forest,Manchester City,Away,0,3,1,2.4,Manchester City,Forest,3,0,2.4,1,      3-0,Loss,0,1,Loss,0,-1,22,23,-1.1,-1,17.1,15.2,1.9000000000000021,,      3-1,0
15,Forest,Manchester Utd,Away,3,2,0.8,1.6,Manchester Utd,Forest,2,3,1.6,0.8,      2-3,Win,3,3,Win,3,2.2,25,26,1.0999999999999999,-1,17.9,16.8,1.0999999999999979,,      2-3,0
16,Forest,Aston Villa,Home,2,1,1.7,0.4,Forest,Aston Villa,2,1,1.7,0.4,      2-1,Win,3,2,Win,3,0.30000000000000004,28,29,1.4,-1,19.6,17.2,2.400000000000002,,      2-1,0
17,Forest,Brentford,Away,2,0,0.9,0.7,Brentford,Forest,0,2,0.7,0.9,      0-2,Win,3,2,Win,3,1.1,31,32,2.5,-1,20.5,17.9,2.6000000000000014,,      0-2,0
18,Forest,Tottenham,Home,1,0,1.1,0.9,Forest,Tottenham,1,0,1.1,0.9,      1-0,Win,3,1,Win,3,-0.1,34,35,2.4,-1,21.6,18.8,2.8000000000000007,,      1-0,0
19,Forest,Everton,Away,2,0,1.5,0.9,Everton,Forest,0,2,0.9,1.5,      0-2,Win,3,2,Win,3,0.5,37,38,2.9,-1,23.1,19.7,3.400000000000002,,      0-2,0
20,Forest,Wolves,Away,3,0,2.1,1.5,Wolves,Forest,0,3,1.5,2.1,      0-3,Win,3,3,Win,3,0.8999999999999999,40,41,3.8,-1,25.2,21.2,4,,      0-3,0
21,Forest,Liverpool,Home,1,1,0.3,2,Forest,Liverpool,1,1,0.3,2,      1-1,Draw,1,1,Draw,1,0.7,41,42,4.5,-1,25.5,23.2,2.3000000000000007,,      1-1,0
22,Forest,Southampton,Home,3,2,1.8,0.9,Forest,Southampton,3,2,1.8,0.9,      3-2,Win,3,3,Win,3,1.2,44,45,5.699999999999999,-1,27.3,24.1,3.1999999999999993,,      3-2,0
23,Forest,Bournemouth,Away,0,5,1,1.7,Bournemouth,Forest,5,0,1.7,1,      5-0,Loss,0,1,Loss,0,-1,44,45,4.699999999999999,-1,28.3,25.8,2.5,,      5-1,0
24,Forest,Brighton,Home,7,0,3.3,0.9,Forest,Brighton,7,0,3.3,0.9,      7-0,Win,3,7,Win,3,3.7,47,48,8.4,-1,31.6,26.7,4.900000000000002,,      7-0,0
25,Forest,Fulham,Away,1,2,0.4,2.1,Fulham,Forest,2,1,2.1,0.4,      2-1,Loss,0,1,Loss,0,0.6,47,48,9,-1,32,28.8,3.1999999999999993,,      2-1,0
26,Forest,Newcastle Utd,Away,3,4,1.7,2.9,Newcastle Utd,Forest,4,3,2.9,1.7,      4-3,Loss,0,3,Loss,0,1.3,47,48,10.3,-1,33.7,31.7,2.0000000000000036,,      4-3,0
27,Forest,Arsenal,Home,0,0,0.4,1,Forest,Arsenal,0,0,0.4,1,      0-0,Draw,1,0,Draw,1,-0.4,48,49,9.9,-1,34.1,32.7,1.3999999999999986,,      0-0,0
28,Forest,Manchester City,Home,1,0,0.7,0.9,Forest,Manchester City,1,0,0.7,0.9,      1-0,Win,3,1,Win,3,0.30000000000000004,51,52,10.2,-1,34.8,33.6,1.1999999999999957,,      1-0,0
29,Forest,Ipswich Town,Away,4,2,1.5,0.4,Ipswich Town,Forest,2,4,0.4,1.5,      2-4,Win,3,4,Win,3,2.5,54,55,12.7,-1,36.3,34,2.299999999999997,,      2-4,0
30,Forest,Manchester Utd,Home,1,0,0.5,1.6,Forest,Manchester Utd,1,0,0.5,1.6,      1-0,Win,3,1,Win,3,0.5,57,58,13.2,-1,36.8,35.6,1.1999999999999957,,      1-0,0
31,Forest,Aston Villa,Away,1,2,1.5,3,Aston Villa,Forest,2,1,3,1.5,      2-1,Loss,0,2,Draw,1,-0.5,57,59,12.7,-2,38.3,38.6,-0.3,,      2-2,1
32,Forest,Everton,Home,0,1,0.5,1.4,Forest,Everton,0,1,0.5,1.4,      0-1,Loss,0,1,Draw,1,-0.5,57,60,12.2,-3,38.8,40,-1.2,,      1-1,1
33,Forest,Tottenham,Away,2,1,0.5,2.1,Tottenham,Forest,1,2,2.1,0.5,      1-2,Win,3,2,Win,3,1.5,60,63,13.7,-3,39.3,42.1,-2.8,,      1-2,0
34,Forest,Brentford,Home,0,2,0.9,1.3,Forest,Brentford,0,2,0.9,1.3,      0-2,Loss,0,1,Loss,0,-0.9,60,63,12.799999999999999,-3,40.2,43.4,-3.2,,      1-2,0
35,Forest,Crystal Palace,Away,1,1,0.7,2.3,Crystal Palace,Forest,1,1,2.3,0.7,      1-1,Draw,1,1,Draw,1,0.30000000000000004,61,64,13.1,-3,40.9,45.7,-4.8,,      1-1,0
36,Forest,Leicester City,Home,2,2,1.3,1.1,Forest,Leicester City,2,2,1.3,1.1,      2-2,Draw,1,2,Draw,1,0.7,62,65,13.799999999999999,-3,42.2,46.8,-4.6,,      2-2,0
37,Forest,West Ham,Away,2,1,1.9,1.1,West Ham,Forest,1,2,1.1,1.9,      1-2,Win,3,2,Win,3,0.10000000000000009,65,68,13.9,-3,44.1,47.9,-3.8,7,      1-2,0
38,Forest,Chelsea,Home,0,1,1.2,1.1,Forest,Chelsea,0,1,1.2,1.1,      0-1,Loss,0,1,Draw,1,-1.2,65,69,12.7,-4,45.3,49,-3.7,7,      1-1,1
1,Fulham,Manchester Utd,Away,0,1,0.4,2.4,Manchester Utd,Fulham,1,0,2.4,0.4,      1-0,Loss,0,0,Loss,0,-0.4,0,0,-0.4,0,0.4,2.4,-2,15,      1-0,0
2,Fulham,Leicester City,Home,2,1,1.8,0.6,Fulham,Leicester City,2,1,1.8,0.6,      2-1,Win,3,2,Win,3,0.19999999999999996,3,3,-0.2,0,2.2,3,-0.8,10,      2-1,0
3,Fulham,Ipswich Town,Away,1,1,0.9,0.4,Ipswich Town,Fulham,1,1,0.4,0.9,      1-1,Draw,1,1,Draw,1,0.1,4,4,-0.1,0,3.1,3.4,-0.3,12,      1-1,0
4,Fulham,West Ham,Home,1,1,1.5,0.8,Fulham,West Ham,1,1,1.5,0.8,      1-1,Draw,1,2,Win,3,-0.5,5,7,-0.6,-2,4.6,4.2,0.39999999999999947,12,      2-1,1
5,Fulham,Newcastle Utd,Home,3,1,2.2,1.5,Fulham,Newcastle Utd,3,1,2.2,1.5,      3-1,Win,3,3,Win,3,0.7999999999999998,8,10,0.19999999999999973,-2,6.800000000000001,5.7,1.1000000000000005,9,      3-1,0
6,Fulham,Forest,Away,1,0,1.3,0.8,Forest,Fulham,0,1,0.8,1.3,      0-1,Win,3,1,Win,3,-0.3,11,13,-0.1,-2,8.1,6.5,1.5999999999999996,6,      0-1,0
7,Fulham,Manchester City,Away,2,3,2.6,1.6,Manchester City,Fulham,3,2,1.6,2.6,      3-2,Loss,0,3,Draw,1,-0.6,11,14,-0.7,-3,10.7,8.1,2.5999999999999996,8,      3-3,1
8,Fulham,Aston Villa,Home,1,3,1.8,1.6,Fulham,Aston Villa,1,3,1.8,1.6,      1-3,Loss,0,2,Loss,0,-0.8,11,14,-1.5,-3,12.5,9.7,2.8000000000000007,10,      2-3,0
9,Fulham,Everton,Away,1,1,1.2,0.8,Everton,Fulham,1,1,0.8,1.2,      1-1,Draw,1,1,Draw,1,-0.2,12,15,-1.7,-3,13.7,10.5,3.1999999999999993,10,      1-1,0
10,Fulham,Brentford,Home,2,1,1.3,0.6,Fulham,Brentford,2,1,1.3,0.6,      2-1,Win,3,2,Win,3,0.7,15,18,-1,-3,15,11.1,3.9000000000000004,9,      2-1,0
11,Fulham,Crystal Palace,Away,2,0,1.8,1.5,Crystal Palace,Fulham,0,2,1.5,1.8,      0-2,Win,3,2,Win,3,0.19999999999999996,18,21,-0.8,-3,16.8,12.6,4.200000000000001,7,      0-2,0
12,Fulham,Wolves,Home,1,4,1,1.3,Fulham,Wolves,1,4,1,1.3,      1-4,Loss,0,1,Loss,0,0,18,21,-0.8,-3,17.8,13.9,3.9000000000000004,9,      1-4,0
13,Fulham,Tottenham,Away,1,1,1.5,0.8,Tottenham,Fulham,1,1,0.8,1.5,      1-1,Draw,1,2,Win,3,-0.5,19,24,-1.3,-5,19.3,14.7,4.600000000000001,10,      1-2,1
14,Fulham,Brighton,Home,3,1,1.1,1.4,Fulham,Brighton,3,1,1.1,1.4,      3-1,Win,3,3,Win,3,1.9,22,27,0.5999999999999994,-5,20.4,16.1,4.299999999999997,6,      3-1,0
15,Fulham,Arsenal,Home,1,1,0.2,1.8,Fulham,Arsenal,1,1,0.2,1.8,      1-1,Draw,1,1,Draw,1,0.8,23,28,1.3999999999999995,-5,20.6,17.9,2.700000000000003,10,      1-1,0
16,Fulham,Liverpool,Away,2,2,1.2,2.1,Liverpool,Fulham,2,2,2.1,1.2,      2-2,Draw,1,2,Draw,1,0.8,24,29,2.1999999999999993,-5,21.8,20,1.8000000000000007,8,      2-2,0
17,Fulham,Southampton,Home,0,0,0.9,0.3,Fulham,Southampton,0,0,0.9,0.3,      0-0,Draw,1,1,Win,3,-0.9,25,32,1.2999999999999994,-7,22.7,20.3,2.3999999999999986,9,      1-0,1
18,Fulham,Chelsea,Away,2,1,1.8,1.1,Chelsea,Fulham,1,2,1.1,1.8,      1-2,Win,3,2,Win,3,0.19999999999999996,28,35,1.4999999999999996,-7,24.5,21.4,3.1000000000000014,8,      1-2,0
19,Fulham,Bournemouth,Home,2,2,1.1,2,Fulham,Bournemouth,2,2,1.1,2,      2-2,Draw,1,2,Draw,1,0.8999999999999999,29,36,2.3999999999999995,-7,25.6,23.4,2.200000000000003,8,      2-2,0
20,Fulham,Ipswich Town,Home,2,2,2.2,1.5,Fulham,Ipswich Town,2,2,2.2,1.5,      2-2,Draw,1,2,Draw,1,-0.2,30,37,2.1999999999999993,-7,27.8,24.9,2.900000000000002,9,      2-2,0
21,Fulham,West Ham,Away,2,3,1.7,1,West Ham,Fulham,3,2,1,1.7,      3-2,Loss,0,2,Loss,0,0.30000000000000004,30,37,2.499999999999999,-7,29.5,25.9,3.6000000000000014,10,      3-2,0
22,Fulham,Leicester City,Away,2,0,2,0.6,Leicester City,Fulham,0,2,0.6,2,      0-2,Win,3,2,Win,3,0,33,40,2.499999999999999,-7,31.5,26.5,5,10,      0-2,0
23,Fulham,Manchester Utd,Home,0,1,0.7,0.3,Fulham,Manchester Utd,0,1,0.7,0.3,      0-1,Loss,0,1,Draw,1,-0.7,33,41,1.7999999999999994,-8,32.2,26.8,5.400000000000002,10,      1-1,1
24,Fulham,Newcastle Utd,Away,2,1,1.6,0.8,Newcastle Utd,Fulham,1,2,0.8,1.6,      1-2,Win,3,2,Win,3,0.3999999999999999,36,44,2.1999999999999993,-8,33.800000000000004,27.6,6.200000000000003,9,      1-2,0
25,Fulham,Forest,Home,2,1,2.1,0.4,Fulham,Forest,2,1,2.1,0.4,      2-1,Win,3,2,Win,3,-0.1,39,47,2.099999999999999,-8,35.9,28,7.899999999999999,8,      2-1,0
26,Fulham,Crystal Palace,Home,0,2,0.2,1.3,Fulham,Crystal Palace,0,2,0.2,1.3,      0-2,Loss,0,0,Loss,0,-0.2,39,47,1.899999999999999,-8,36.1,29.3,6.800000000000001,10,      0-2,0
27,Fulham,Wolves,Away,2,1,1.7,1.3,Wolves,Fulham,1,2,1.3,1.7,      1-2,Win,3,2,Win,3,0.30000000000000004,42,50,2.1999999999999993,-8,37.800000000000004,30.6,7.200000000000003,9,      1-2,0
28,Fulham,Brighton,Away,1,2,0.9,1.5,Brighton,Fulham,2,1,1.5,0.9,      2-1,Loss,0,1,Loss,0,0.1,42,50,2.299999999999999,-8,38.7,32.1,6.600000000000001,10,      2-1,0
29,Fulham,Tottenham,Home,2,0,1,0.9,Fulham,Tottenham,2,0,1,0.9,      2-0,Win,3,2,Win,3,1,45,53,3.299999999999999,-8,39.7,33,6.700000000000003,8,      2-0,0
30,Fulham,Arsenal,Away,1,2,1,2.2,Arsenal,Fulham,2,1,2.2,1,      2-1,Loss,0,1,Loss,0,0,45,53,3.299999999999999,-8,40.7,35.2,5.5,9,      2-1,0
31,Fulham,Liverpool,Home,3,2,0.7,1.5,Fulham,Liverpool,3,2,0.7,1.5,      3-2,Win,3,3,Win,3,2.3,48,56,5.599999999999999,-8,41.4,36.7,4.699999999999996,8,      3-2,0
